mes_lancamento,plano_orcamentario_nome,fase_da_despesa,nome_do_gasto,acao_governo_codigo,gasto_item,instrumento_inicial,agrupamento,instrumento_final,data,encerramento,detalhamento_do_gasto
2020-08-01,"MEDIDA PROVISORIA N. 942, DE 2/4/20, PARA ACOES NO AMBITO DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,9118228.97,MP nº 942/2020,Medidas Sanitárias,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior
2020-08-01,"MEDIDA PROVISORIA N. 942, DE 2/4/20, PARA ACOES NO AMBITO DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,24837709,MP nº 942/2020,Medidas Sanitárias,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior
2020-08-01,"MEDIDA PROVISORIA N. 942, DE 2/4/2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,89283543.88,MP nº 942/2020,Medidas Sanitárias,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior
2020-08-01,"MEDIDA PROVISORIA N. 942, DE 2/4/2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,254533363,MP nº 942/2020,Medidas Sanitárias,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,0515,443996486.57,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2000,49642536.93,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2004,33864411.08,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20GK,261319.65,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RG,70168.2,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RK,7930397.94,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RL,4145597.59,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20TP,225970776.43,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20U4,49361.87,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20UF,1059625.99,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20V6,93500,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20XT,204900.81,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20YU,63098.76,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,215I,45969.22,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,218Q,1996040,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21AR,5195034.16,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21AS,62557,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21B3,54246.34,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21BO,8997413.12,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2723,259.26,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2726,854386.75,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2792,1110936.45,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2807,45512.47,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2810,44650,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2994,20279451.76,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2D58,35153.72,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4002,18916785.16,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4572,117750,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4815,838956.26,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8282,9950,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,0509,2123250,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,0515,672733046,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2000,51588334,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2004,43162710,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20GK,389460,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RG,153188,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RK,12426537,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RL,5262377,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20TP,268702189,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20U4,300000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20UF,1770000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20V6,131935,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20XT,505185,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20YU,500000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,215I,15000000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,218Q,2000000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21AR,5900680,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21AS,544692,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21B3,58629,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21BO,14538869,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2723,260,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2726,986561,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2792,1671000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2807,43647,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2810,90510,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2994,22080579,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2D58,45251,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4002,20762621,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4572,117750,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4815,1440000,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,8282,9950,CORONAVIRUS (COVID-19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RK,481261.9,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RL,251662.33000000002,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21B3,1440,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21BO,5823177.33,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2994,12775032,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4002,12363859.66,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RK,4912065,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20RL,1617378,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21B3,1440,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21BO,8952000,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2994,17854964,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID-19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,4002,12726802,CORONAVIRUS (COVID-19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,212B,17905917.27,CORONAVIRUS (COVID19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19),Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,219C,43569793.41,CORONAVIRUS (COVID19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,212B,39649812,CORONAVIRUS (COVID19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19),Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,219C,49426258,CORONAVIRUS (COVID19),NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19) - REGRA DE OURO,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,219C,6201151.86,CORONAVIRUS (COVID19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,CORONAVIRUS (COVID19) - REGRA DE OURO,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,219C,6700000,CORONAVIRUS (COVID19) - REGRA DE OURO,NA,NA,NA,NA,NA
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.001, DE 15 DE SETEMBRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,86300000,MP nº 1001/2020,Suporte ao Trabalho,NA,2020-09-15T00:00:00Z,NA,"ME: ENEM, ENCCEJA e REVALIDA; MC: cisternas"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.002, DE 23 DE SETEMBRO DE 2020",Pagamento,Programa Emergencial de Acesso à Crédito - Maquininhas,00SG,5000000000,MP nº 1002/2020,Suporte ao Trabalho,NA,2020-09-23T00:00:00Z,2021-03-03T00:00:00Z,Empréstimos via Maquininha
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.002, DE 23 DE SETEMBRO DE 2020",Previsão,Programa Emergencial de Acesso à Crédito - Maquininhas,00SG,10000000000,MP nº 1002/2020,Suporte ao Trabalho,NA,2020-09-23T00:00:00Z,2021-03-03T00:00:00Z,Empréstimos via Maquininha
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.004, DE 24 DE SETEMBRO DE 2020 - ACESSO GLOBAL DE VACINAS (COVAX FACILITY)",Pagamento,Aquisição de Vacinas e Insumos para Prevenção e Controle,21C0,830895256.59,MP nº 1004/2020,Medidas Sanitárias,Lei nº 14122/2020,2020-09-24T00:00:00Z,NA,Vacina - Covax
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.004, DE 24 DE SETEMBRO DE 2020 - ACESSO GLOBAL DE VACINAS (COVAX FACILITY)",Previsão,Aquisição de Vacinas e Insumos para Prevenção e Controle,21C0,2513700000,MP nº 1004/2020,Medidas Sanitárias,Lei nº 14122/2020,2020-09-24T00:00:00Z,NA,Vacina - Covax
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.007, DE 2 DE OUTUBRO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,11031580.35,MP nº 1007/2020,Medidas Sanitárias,NA,2020-10-02T00:00:00Z,NA,Ampliação da capacidade de atendimento
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.007, DE 2 DE OUTUBRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,98270969,MP nº 1007/2020,Medidas Sanitárias,NA,2020-10-02T00:00:00Z,NA,Ampliação da capacidade de atendimento
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.008, DE 26 DE OUTUBRO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,416380.78,MP nº 1008/2020,Proteção Social,NA,2020-10-26T00:00:00Z,NA,"Alimentação povos indígenas, quilombolas etc"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.008, DE 26 DE OUTUBRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,228000000,MP nº 1008/2020,Proteção Social,NA,2020-10-26T00:00:00Z,NA,"Alimentação povos indígenas, quilombolas etc"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.020, DE 29 DE DEZEMBRO DE 2020",Pagamento,Cotas dos Fundos Garantidores de Operações e de Crédito,00EE,10193233748,MP nº 1020/2020,Suporte ao Trabalho,NA,2020-12-29T00:00:00Z,NA,Pronampe. Saldo PESE
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 1.020, DE 29 DE DEZEMBRO DE 2020",Previsão,Cotas dos Fundos Garantidores de Operações e de Crédito,00EE,10193233748,MP nº 1020/2020,Suporte ao Trabalho,NA,2020-12-29T00:00:00Z,NA,Pronampe. Saldo PESE
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,4569495603.12,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,4738863789,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento
2020-12-01,COVID-19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020 - SERVICOS CONSULARES E DE ASSISTENCIA A BRASILEIROS NO EXTERIOR,Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,50817708.1869466,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,"Ampliação da capacidade de atendimento – DEFESA, MCTI: pesquisa; MRE: brasileiros retidos no exterior"
2020-12-01,COVID-19 - MEDIDA PROVISORIA N. 929 DE 25 DE MARCO DE 2020 - SERVICOS CONSULARES E DE ASSISTENCIA A BRASILEIROS NO EXTERIOR,Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,48597052.01,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,"Ampliação da capacidade de atendimento – DEFESA, MCTI: pesquisa; MRE: brasileiros retidos no exterior"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,82403284,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,"Ampliação da capacidade de atendimento – DEFESA, MCTI: pesquisa; MRE: brasileiros retidos no exterior"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,21C0,97844358,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,"Ampliação da capacidade de atendimento – DEFESA, MCTI: pesquisa; MRE: brasileiros retidos no exterior"
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,33441175345.65,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,51443341528,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE CALL-CENTER E TELEFONIA PARA ATENDIMENTO AOS BENEFICIARIOS DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,3378767.91,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE CALL-CENTER E TELEFONIA PARA ATENDIMENTO AOS BENEFICIARIOS DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,3378768,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,21846625.7,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,39341282,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,31052417.42,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,21C2,60460000,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 937, DE 2 DE ABRIL DE 2020",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,00S4,98199983199.99,MP nº 937/2020,Proteção Social,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Auxílio Emergencial 2020
2020-12-01,"COVID-19 - MEDIDA PROVISORIA N. 937, DE 2 DE ABRIL DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,00S4,98200000000,MP nº 937/2020,Proteção Social,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Auxílio Emergencial 2020
